text,label,text_original,text_recovered,n_obf_detected,recovery_log,has_obfuscation
bro i heard slaughter songs they all trash they just freestylers,0,"@spence1reed_ bro , i heard slaughter songs .. they all trash .. they just freestylers",brother i heard slaughter songs they all trash they just freestylers,0,,0
he got a cousin named jason that rock da gary payton.now da same triflin bitches an hiv patient,1,He got a cousin named jason that rock da Gary Payton....now da same triflin' bitches an HIV patient,he got a cousin named jason that rock the gary payton now the same triflin bitches an hiv patient,0,,0
i wants to call bouts my vitaligro but i ain't sho if you a doctor fo da colored folk,0,"@GingerDemoness @RiotCast @weirdmedicine 
I wants to call bouts my vitaligro but I ain't sho if you a doctor fo da colored folk",i wants to call bouts my vitaligro but i is not sho if you a doctor fo the colored folk,0,,0
rise of the planet of the apes,0,RT @MCGetBizzy: Rise of the planet of the apes http://t.co/Ww3xbbUJg7,rise of the planet of the apes,0,,0
idk who gave that bitch my name& idk who gave that bitch my name or number anti captain sav&,1,RT @O3_Millz: &#8220;@1BookieG: @O3_Millz @xDSmooth idk who gave that bitch my name&#8221; idk who gave that bitch my name or number &#128530; Anti Captain Sav&#8230;,i do not know who gave that bitch my name i do not know who gave that bitch my name or number anti captain,0,,0
i just want vanilla oreos,0,I just want vanilla Oreos,i just want vanilla oreos,0,,0
josef just pitted slight possibility he can make it the remaining laps but i highly doubt it will need yellow,0,Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest,josef just pitted slight possibility he can make it the remaining sixty seven laps but i highly doubt it will need yellow indyfest,0,,0
i approve this message good pussy is a mufucka,1,I approve this message ! &#8220;@Ashley_NoMaryK: Good pussy is a mufucka. &#128522;&#8221; http://t.co/QPkCQHPyXP,i approve this message good pussy is a mufucka,0,,0
in every cartoon theirs alway a saving these hoes lmao lmao damn captain saveahoe,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",in every cartoon theirs alway a saving these hoes laughing out loud laughing out loud damn captain saveahoe,0,,0
michael pineda hides pine tar.on his neck fact that the yankees cheat go red sox,0,&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston,michael pineda hides pine tar on his neck fact that the yankees cheat go red sox boston,0,,0
it's my dogs birthday you should get it a bad bitch,1,&#8220;@GaryTweets__: It's my dogs birthday &#10084;&#65039;&#8221; you should get it a bad bitch &#128521; #punny,it is my dogs birthday you should get it a bad bitch punny,0,,0
they sound like soulless cunts,1,RT @that_nigga_shad: @Visually_Gifted They sound like soulless cunts,they sound like soulless cunts,0,,0
lean wit it rock wit it az niccas lol,1,"Lean wit it, Rock wit it az niccas. Lol",lean wit it rock wit it az niccas laughing out loud,0,,0
this niggah know wassup,1,This niggah know wassup,this niggah know wassup,0,,0
and take the trash out and separate the recyclables,0,@darrenburton_ and take the trash out and separate the recyclables,and take the trash out and separate the recyclables,0,,0
the ending to that yankee game was so planned i can't even take it,0,The ending to that Yankee game was so planned I can't even take it,the ending to that yankee game was so planned i cannot even take it,0,,0
guys that struggle to get pussy are the main niggas that bad talk women he could get more pussy if he can learn how to stfu and chill,1,Guys that struggle to get pussy are the main niggas that bad talk women. He could get more pussy if he can learn how to stfu and chill,guys that struggle to get pussy are the main niggas that bad talk women he could get more pussy if he can learn how to stfu and chill,0,,0
if my bitch wear a bacon bra.im taking that ass to funky town,1,If my bitch wear a bacon bra....im taking that ass to funky town,if my bitch wear a bacon bra i am taking that ass to funky town,0,,0
you tall tree ass females be 6'0 talkin bout catching feelings bitch you need to catch this touchdown,1,"' You tall tree ass females be 6'0 TALKIN bout "" Catching Feelings "" , bitch you need to catch this touchdown... http://t.co/lMgkDuxzY7",you tall tree ass females be six zero talking bout catching feelings bitch you need to catch this touchdown,0,,0
flappy bird instead of studying sounds great.&,0,Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,flappy bird instead of studying sounds great flappybirdisruiningmylife,0,,0
i bet there are hella rednecks who just got super pissed at that coke commercial,1,RT @heyamandakrebs: I bet there are hella rednecks who just got super pissed at that Coke commercial,i bet there are hella rednecks who just got super pissed at that coke commercial,0,,0
bitch im back at home now.&,1,&#8220;@colormeprettyyy: @xo_tavia bitch im back at home now.&#8221; &#128514;,bitch i am back at home now,0,,0
i fight for what i love but you make something of bitches i think nothing of,1,"I fight for what I love, but you make something of bitches I think nothing of.",i fight for what i love but you make something of bitches i think nothing of,0,,0
where the fuck is your top lip in my pussy&,1,&#8220;@blyth33s: &#8220;@chaserojo: .. where the fuck is your top lip http://t.co/iZBPn0Pms9&#8221; in my pussy&#8221; @lilshwenda,where the fuck is your top lip in my pussy,0,,0
she fuck with me cause i ain't no bitch,1,She fuck with me cause I ain't no bitch .,she fuck with me because i is not no bitch,0,,0
these marxist kikes promoted anti-semitism by creating this film what was their incentive they just promote their enemies,0,"@VNNForum These Marxist kikes promoted Anti-Semitism by creating this film, what was their incentive? They just promote their enemies.",these marxist kikes promoted anti semitism by creating this film what was their incentive they just promote their enemies,0,,0
no one has even eaten a twinkie in like decades,0,"No one has even eaten a Twinkie in, like, decades.",no one has even eaten a twinkie in like decades,0,,0
many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional,0,Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot,many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional tcot,0,,0
5:40 a.m and still awake yay time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel,0,5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!,five forty a m and still awake yay time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel,0,,0
this faggot in a truck was tailgating me so i hit my breaks he cut me off i switched lanes he cuts me off again to be a little biatch then,1,"This faggot in a truck was tailgating me, so I hit my breaks, he cut me off I switched lanes he cuts me off again to be a little biatch then",this faggot in a truck was tailgating me so i hit my breaks he cut me off i switched lanes he cuts me off again to be a little biatch then,0,,0
and im beautiful bitch,1,@Tee_Bizzle and im beautiful bitch,and i am beautiful bitch,0,,0
bu i do i do hate the playa and the yankees if i hate the yankees for their payroll i have to hate the dodgers,0,@erinscafe Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.,bu i do i do hate the playa and the yankees if i hate the yankees for their payroll i have to hate the dodgers,0,,0
dumpster gahbage chicks that smoke are trash no in between no debate,0,Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.,dumpster gahbage chicks that smoke are trash no in between no debate,0,,0
the republican lt governor of missouri says he's sorry he called law anglo-american law racist pig that he is,0,The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...,the republican lt governor of missouri says he is sorry he called law anglo american law racist pig that he,0,,0
derek jeter clap clap clapclapclap,0,DEREK JETER clap clap clapclapclap #Yankees,derek jeter clap clap clapclapclap yankees,0,,0
damn internal alarm clock woke up at 6:35am feeling chunky from my 3am cheerios splurge guilt led me to the treadmill,0,Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill. #Gym #nosleep,damn internal alarm clock woke up at six thirty five am feeling chunky from my three am cheerios splurge guilt led me to the treadmill gym nosleep,0,,0
lmao.poor pussy,1,RT @JMK0728: Lmao...........poor pussy!!!!! http://t.co/URjNdmgdRJ,laughing out loud poor pussy,0,,0
parents television council 'scandal sex scene after charlie brown was not ok,0,Parents Television Council: 'Scandal' sex scene after Charlie Brown was not OK | http://t.co/y3GnT4l7vc,parents television council scandal sex scene after charlie brown was not ok,0,,0
"omg dot ""i'm sure that's not all you give away for free bitch",1,"Omg Dot ""I'm sure that's not all you give away for free"" bitch!! &#128128;",oh my god dot i am sure that is not all you give away for free bitch,0,,0
this hangover a bitch,1,This hangover a bitch. &#57608;,this hangover a bitch,0,,0
oh yeah and fuck the lakers too bitch boi,1,"@rniXX oh yeah and fuck the Lakers too, bitch boi!",oh yes and fuck the lakers too bitch boi,0,,0
quote this with a weezy verse& you're like a bitch with no ass you aint got shit,1,&#8220;@TryHardSilva: Quote this with a weezy verse&#8221; you're like a bitch with no ass you aint got shit,quote this with a weezy verse you are like a bitch with no ass you is not got shit,0,,0
dominoes moonlit lake velvet underground honey whiskey white trash heaven i accept your ridicule.but just tonight,0,"Dominoes, moonlit lake, Velvet Underground, honey whiskey = white trash heaven. I accept your ridicule...but just tonight.",dominoes moonlit lake velvet underground honey whiskey white trash heaven i accept your ridicule but just tonight,0,,0
british jihadi mother who wants to be first female executioner is mi6's most wanted,0,RT @VideriQuamEsse: British Jihadi Mother Who Wants to Be First Female Executioner is MI6's Most Wanted http://t.co/INZPvpf2tN,british jihadi mother who wants to be first female executioner is mi s most wanted,0,,0
